Date,Party,Item Code,Qty (Nos),Brand,Cust_type,Media
01-06-2022,Chunky,1234,100.0,Bussmann,T,E
,,,,,,
02-02-2022,A1 Electricals,FWH-80B,1.0,Bussmann,T,E
02-02-2022,RGP Enterprises,170M1567D,10.0,Bussmann,T,E
02-02-2022,RGP Enterprises,170M3817D,6.0,Bussmann,T,E
02-02-2022,RGP Enterprises,170M5809D,6.0,Bussmann,T,E
02-02-2022,RGP Enterprises,170M5810D,6.0,Bussmann,T,E
02-02-2022,RGP Enterprises,170M8545,6.0,Bussmann,T,E
02-03-2022,Xicon International Ltd.,170M1563D,90.0,Bussmann,T,E
2022-03-02,Xicon International Ltd.,170M1563D,90.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,20NHG000B,150.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,25NHG000B,150.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,32NHG000B,150.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,63NHG000B,150.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,125NHG00B,30.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,200NHG1B,30.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,315NHG2B,30.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,40NHG000B,120.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,16NHG000B,210.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,50NHG000B,180.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,80NHG000B,120.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,4NHG000B,210.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,100NHG000B,60.0,Bussmann,T,E
2022-04-02,Darshana Enterprises,6NHG000B,20.0,Bussmann,T,E
2022-04-02,Positronics Pvt. Ltd.,SD2-S,12.0,Bussmann,T,E
2022-04-02,Positronics Pvt. Ltd.,170M5808,12.0,Bussmann,T,E
2022-02-03,Xicon International Ltd.,170M1563D,90.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,20NHG000B,150.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,25NHG000B,150.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,32NHG000B,150.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,63NHG000B,150.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,125NHG00B,30.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,200NHG1B,30.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,315NHG2B,30.0,Bussmann,T,E
2022-01-25,Ambuja Cement Ltd,170M1565D,10.0,Bussmann,T,E
2022-01-25,Ambuja Cement Ltd,SB00-PB,1.0,Bussmann,T,E
2022-01-25,Ambuja Cement Ltd,170M1568D,10.0,Bussmann,T,E
2022-01-25,Ambuja Cement Ltd,SB00-PB,1.0,Bussmann,T,E
2022-01-25,Ambuja Cement Ltd,170M1569D,10.0,Bussmann,T,E
2022-01-25,Ambuja Cement Ltd,SB00-PB,1.0,Bussmann,T,E
2022-01-25,Ambuja Cement Ltd,170M6810D,3.0,Bussmann,T,E
2022-01-25,Ambuja Cement Ltd,SD3-D,3.0,Bussmann,T,E
2022-02-03,Xicon International Ltd.,170M1563D,90.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,20NHG000B,150.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,25NHG000B,150.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,32NHG000B,150.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,63NHG000B,150.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,125NHG00B,30.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,200NHG1B,30.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,315NHG2B,30.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,40NHG000B,120.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,16NHG000B,210.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,50NHG000B,180.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,80NHG000B,120.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,4NHG000B,210.0,Bussmann,T,E
2022-02-04,Avighna Enterprises,100NHG000B,60.0,Bussmann,T,E
2022-02-04,Darshana Enterprises,6NHG000B,20.0,Bussmann,T,E
2022-02-04,Positronics Pvt. Ltd.,SD2-S,12.0,Bussmann,T,E
2022-02-04,Positronics Pvt. Ltd.,170M5808,12.0,Bussmann,T,E
2022-03-02,Xicon International Ltd.,170M1563D,90.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,20NHG000B,150.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,25NHG000B,150.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,32NHG000B,150.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,63NHG000B,150.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,125NHG00B,30.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,200NHG1B,30.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,315NHG2B,30.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,40NHG000B,120.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,16NHG000B,210.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,50NHG000B,180.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,80NHG000B,120.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,4NHG000B,210.0,Bussmann,T,E
2022-04-02,Avighna Enterprises,100NHG000B,60.0,Bussmann,T,E
2022-04-02,Darshana Enterprises,6NHG000B,20.0,Bussmann,T,E
2022-04-02,Positronics Pvt. Ltd.,SD2-S,12.0,Bussmann,T,E
2022-04-02,Positronics Pvt. Ltd.,170M5808,12.0,Bussmann,T,E
